#,Card Number,Title,Sold Price,Sold Date,URL
105,#CPA-SG,2025 Bowman Draft #CPA-SG Sean Gamble 1st Prospect Chrome Auto BJLB,$23.50,"Feb 28, 2026",https://www.ebay.com/itm/397637688717?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YR5HEQSPBS991EHEQ&hash=item5c950d9d8d:g:jLEAAeSwdW5pmwTK&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDZVI4%2Fnl1TiPOVmBjD%2FMkCIg9ORuSNfE1A%2FweOMvqrbjTh2vZqPqHLZei2lBqMMR3LQZ1idE7UFrAnbR6vm%2B2nwpVW11WieH3wqr5%2F8JIvQtezqwyXJSVUIOXVyGf34OkDgXpVU061rvDuyOa7frJ5UzJVIOaQOjnfxaPSVoi055OepaQdwQDJV02QDVZRXFnDIy9KyGkMqRA63iVV8jOg38cf5kR7HaIHlxpcrNd2fMtcI6T1h0ht3fXAYZgMujsZXtcS5WQavvkOxTMuBViFEA%2BN0bA6f8%2Fep1CmG%2FSMeA%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
106,#CPA-II,2025 Bowman Draft #CPA-II Ike Irish 1st Prospect Chrome Auto BJLB,$33.00,"Feb 28, 2026",https://www.ebay.com/itm/397637677931?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YVR27WDVCCHXAWHZP&hash=item5c950d736b:g:6AAAAeSwNlBpmwSQ&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBe9NjLtIq%2BwsQHUM9C9Et7m19Is62v%2FlleqUHmY340AOxIVG6AIipOcL0S7Z2oQ0mv7rE3%2BCvtNZLb4pqjmaP70vaGkTehOCzaJKI4LfH2ySJvJxBRzu1cMfX62WSpmga1KsmeYAw%2FoV%2F2Z6%2F99b7MY%2FGSs1l4sf7TOHR1CU%2BHf2lhiwr3N6fmHzcVRsYshjwLW%2BUJCSvr2XNvZS%2BIwM2NdbMojAwK00IB5q7%2BhuWnikVxHwg%2BLZJ54LiKKfY1IZE%3D%7Ctkp%3ABk9SR5TF1P6UZw
107,#CPA-II,2025 Bowman Draft #CPA-II Ike Irish 1st Prospect Chrome Auto BJLB,$33.00,"Feb 28, 2026",https://www.ebay.com/itm/397637674296?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YXJ5NEW2KZKA6J9D1&hash=item5c950d6538:g:cYsAAeSwIXlpmwQX&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xApU5o3vAJ0Z7pd1IzKuuRffiTFId5I4peKIqfhYirwX1wR9Efgl2G%2BxBi2Zu%2FIf%2FpOSRWr9n%2BMNlp8YH%2F2fdp7Dfoxf%2Fp8o8swrwyMQDB4Jp%2FXBgJikDbFU1Jq%2Ff4wG0a6qSkrNUkb30fiV0x1yzEIcst%2Fk5%2FjDjXuJ9OV96XBIH%2Bz4r30CHo44Hpz%2F4N%2B6%2BGuq7E73roH7clCBbjM0RTTVMN47pWJ1xV%2FGRTBvGrtL771Q4unHQ5g6n7mCuG8qnizK9uvqfAGH0uGqS6Fa9D%2Brksh5fEYeLYX3v2lEEiwEQ%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
108,#CPA-MJ,2025 Bowman Mitch Jebb Chrome Auto 1st Prospect #CPA-MJ Pirates,$4.99,"Feb 28, 2026",https://www.ebay.com/itm/327012893913?_skw=2025+bowman+%23CPA-&epid=25079898837&itmmeta=01KJKYN48YA53QTV80KP84ASZZ&hash=item4c237cc4d9:g:SuEAAeSw8SFph-h5&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBollDni9zqaPy8%2BnW28OgeptsoJH9DvetHYaGTDFbEqYtxSHEJCLquvo7m1%2BU15pJP5mXUnCigQN2dcCe6%2B%2FOM6XsoaS7iy1s%2B4ov2JP%2FWiGlNpAFOS7lcLWFoMSRI%2FDF6KsPt%2FsJvV9MhA65dnvPhHAkUFCzmFFLZVjxTqeMmcUR06ytCLM9P4SEObxsVhvC3lSPOWfOfhy0kwl0edaEy3inRAtBFtvAfjRonFMQuGgM73335%2BQJRB8QYSCTHkANIsuDSsuV6E%2BsVfetsgzxs5f8ytunm88Vh1oiCYUKsww%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
109,#CPA-CF,2025 Bowman Draft #CPA-CF Cooper Flemming 1st Prospect Chrome Auto BJLB,$3.25,"Feb 28, 2026",https://www.ebay.com/itm/397637670129?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YZ7CNVPSNX760A2SH&hash=item5c950d54f1:g:Ns4AAeSwF9FpmwOe&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBmkbej8Zgncp5%2BlhCgvQQ51kqAozf4m166i2mMnehnZJuqROEtmKUSkGyCUHUAvHuarffCWEsxai5tmz8CoceqMsPmlQSdMFiRl9IYtJKMsBrHKf9A2Y4MsM9B5hgxHi4v7LJOVu8icudXg1h8Qy3faxRi4w0n0V%2FY5KX8FzUi7wLfwAhf1MNM9aBzI25LxBaDNd%2FRWcuq5V5Wtb4wJAyyF%2BmGCP9sIvb%2Bw5DkVwEmfXOLp69vEiAv30mZr30eieD2%2BcAeUokzqq%2FdHjWEdu2cpnGF3%2F4ISZ3%2FMxR1XioloA%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
110,#CPA-JD,2025 Bowman Chrome Josuar Gonzalez 1st Bowman Auto #CPA-JD Giants,$56.00,"Feb 28, 2026",https://www.ebay.com/itm/188072830240?_skw=2025+bowman+%23CPA-&epid=14086308306&itmmeta=01KJKYN48YVG2TSTJM93JTQXDB&hash=item2bca03a520:g:~o0AAeSwG1Jpk3LZ&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xABhw43nka7fR1lM120pcrVr1XIYCM16lmt5BA3VAP6L0A4vEheCEJyyDSCJaASZq%2FUFRIrRnSLhyuBCpH2Ohy1eKyhqjCHuqTnJtlpdlmnByZi60AmqAwPB9v39RIq3PQFQ9spXMnOCQQ5B3cIXgfPukoqBkqKJmsZ8Y2CnKRMKmEaEDaLKhttktZ1xhxBZ0u9sf67hAftbLd3PXBqKbtyFXIxXli%2Bj7L%2FJ4Eb4bAL4k3laxZsnPM4BOXzUdHld4I%3D%7Ctkp%3ABk9SR5TF1P6UZw
111,#CPA-KA,2025 Bowman Draft Kade Anderson Chrome Auto 1st Prospect #CPA-KA Mariners,$137.50,"Feb 28, 2026",https://www.ebay.com/itm/127701152392?_skw=2025+bowman+%23CPA-&epid=9090177324&itmmeta=01KJKYN48YH6R9Y3SADX1AVDGZ&hash=item1dbb94f288:g:KMgAAeSwJZxpnLkS&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2BVY75lViejsbDdroB6MAraAy8vm6Xxy684IoCqbx1GaCy6VN2GBm396VUynTVRvQ9r%2B9ZW3Ruu1uQyNuuU1NHZ0DWcn7Rq5TXggzEcx0xLkKgNX5Ur%2Fbde2HDSqUajEJCnkyAbVnJbRY0FEPJm%2F60vyx5uvascAfGafJWjhutGISCVTxm2ZQHGPFlyCd8u%2F0GKxeYsUS%2FDdKzKqIZHIwTSnSbEmqZE%2BxdwT4mYBk48iNm9MhsYIM7qvxgTV0PnlEjT1D%2FTZsoteVJ3VmfImIOJx3rhzx03iW9ygRQ3YiIHg%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
112,#CPA-RK,2025 Bowman Draft #CPA-RK Riley Kelly 1st Prospect Chrome Auto BJLB,$0.99,"Feb 28, 2026",https://www.ebay.com/itm/397637666891?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YW4GCQW0AFHGS9YND&hash=item5c950d484b:g:62gAAeSwpRtpmwNW&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xBBuOzFiALYrmYefQISH2tmotM%2F04qgT5CCjR7qUOFQA11k93PyV%2BhN9pN3NdGKla4865s160UY8dlbEtXUTPh55F2q1eyGPEqi3iH%2F2JBoFe1toqZpsoLPpddSlu1Eyh8itLusKE5Pzg1NoZcGmfY8tPXIxHOnbSahGM2yB9bJsb9fE6AQ71%2BgtXJ81H78uEpf6Id4Mhik3dUuSNnnyH83kqOJZyX9fxaDjmQduDSAO%2BEF6B98EGZxKbJhjfrW%2BXI%3D%7Ctkp%3ABk9SR5TF1P6UZw
113,#CPA-EF,2025 Bowman Draft CPA-EF Ethan Frey 1st Prospect Chrome Auto BJLB,$29.00,"Feb 28, 2026",https://www.ebay.com/itm/397637662261?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YCQNNDMMZJP4DGNA9&hash=item5c950d3635:g:mIwAAeSw2NRpmwLO&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCeh4shHQ1JL%2BFdZH3qOe1%2BSrRdqR2uv9SaB0iV2P8yGojJOdXN26nkrEZSZ3NTYi9PpOMxjkCNrdQF43mVA2%2BwyVqZyxon1atxOKaekL%2BWxJAS%2FutSYHXF3FE0dAqmAHhaGc2YNvHD6hGI88%2FneY9y5zblWmZ9rAGJfKyEL%2B1Al1MvaTENDYPxFx7ooBAPlbofY866Hq0WwqrZT8nnXDiI0SxR%2BTFG8%2BhJpo6U4RpEycbpRW8AxOrxnziYgXyuCTZq1raKUw25%2FLv1%2FG6VHZvBav43yaYRZlIa2S31CnannQ%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
114,#CPA-ZR,2025 Bowman Draft CPA-ZR Zach Root 1st Prospect Chrome Auto BJLB,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/397637658815?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48Y1RVB4HQ997YM7X43&hash=item5c950d28bf:g:fPAAAeSwZJxpmwJ1&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xDPlbM%2Fs%2FSzt15Oz0rdoR1HsBi3M9dSzp6D4GTiLWYBIxlVAgYMYHiDYjBas%2FH6qjaS3X%2Bm4GivQq88DUENwMlp50s7bQKks7jIInDphbtotzWQC1vH2mGaWGZXPFcVvtOYsJo%2BUJIjxnl54mecag7Ocsi98pAczTmVUJUhc60AJjshHPoZTT7KXdDZ9qZOJTlXOPqBJmNtIfKKZtWCHgypKrTJPuXPvozDfgFt7j3jlWSI1o0mSNtCG6E2pe0MF10%3D%7Ctkp%3ABk9SR5TF1P6UZw
115,#CPA-MW,2025 Bowman Draft CPA-MW Malachi Witherspoon 1st Prospect Chrome Auto BJLB,$4.27,"Feb 28, 2026",https://www.ebay.com/itm/397637657329?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48Y7DQZQY8PXWC7SP14&hash=item5c950d22f1:g:W~0AAeSwd0lpmwI0&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xB%2BpioABHzgKx0Ca7blBiC2o6KoE9yrSd%2Fc9cHJ%2FU7If4InYK%2FW1Z7AoIH80nXU2wdaEY9V59MJlyCUr%2BYOGvRTfLnz%2FZAi45Wz%2Bi2GJbBYcXFh46gUgsQGfZiAD7ndKUl7GcpaiNtK3SuPXNYOnFDDAtAbPFTOsSSYYvkTJGF2k5CfGrT7H9K0q70Xyrz%2FdQTO7c%2FMJ7%2B63%2FMxFUadC7i9HLKoygYhbyiMzLjSaImXb2iBDv%2BxQZWxbU9VIkAldcFK%2FwFa2cFjPLo9sh%2BiuRFdIH1trpxf%2Fx6KBrNieFGTXQ%3D%3D%7Ctkp%3ABk9SR5TF1P6UZw
116,#CPA-CE,2025 Bowman Draft CPA-CE Conor Essenburg 1st Prospect Chrome Auto BJLB,$3.25,"Feb 28, 2026",https://www.ebay.com/itm/397637656346?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48YKYPB7M2QFZTR8ZDR&hash=item5c950d1f1a:g:Je0AAeSwLixpmwH9&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xCkDu13yqU%2FPrRSy9GA2LIGZmzJy6BjjnUQskq2lRfHMmK%2B8%2FzfNEGvB%2FdAQIXPMwJX5p%2F4ZQJ9HdmgHkw8b%2FZcun3s%2BbkZDvHvAvxLPi%2FJsbeHavgz8TgbmeRGnXEGTyg4%2BHrApoqgsOphbBdKaXEg5IkaYd7J3YEsMSPukO8YFZrfdp0bVjr%2F4DNL%2F1Y1HxM9sm%2B1tUwDORMaV4Vo0RT0CECWdZt5ExPGXZe2fKXlVeDwZOjRZ7Ern6NIvC8WaC0ansMG0tyrs%2BdNVRjjg2UAB8721Lt9I3YHesCTFEuK9w%3D%3D%7Ctkp%3ABk9SR5bF1P6UZw
117,#CPA-SW,2025 Bowman - Chrome Prospect Autographs Sebastian Walcott #CPA-SW Purple...,$99.00,"Feb 28, 2026",https://www.ebay.com/itm/188081896942?_skw=2025+bowman+%23CPA-&epid=28079918033&itmmeta=01KJKYN48YXDZB9EV3H8DFJG06&hash=item2bca8dfdee:g:VsMAAeSwEzppmgST&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB8wtWPJPXuPiilA1%2BEmslt4F9Yr9oZ8mELd9NXvtcNrRzw1X4hmsLztIgk4iEzdu6mN4RK4MaWD2AKJp1Ij4TwUm%2B4GCbag1EIvj%2FJLEVRDZem3oPzN70RP8Wo27xk5arashN%2FqUqopTXUmoanqHQg0LFXCpH7sYXE%2BfmBsg0w57416DzVGt%2FLpImcOdIxArnpVPdV3unTukEryy6%2BgBu2oXmuaMk03bFGpLMT3k234fCh2Pb1sa1MYbOMUBxUJQM%3D%7Ctkp%3ABk9SR5bF1P6UZw
118,#CPA-JMO,2025 Bowman Draft CPA-JMO Jacob Morrison 1st Prospect Chrome Auto BJLB,$3.25,"Feb 28, 2026",https://www.ebay.com/itm/397637652635?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZST52JZRA50NEH1Q8&hash=item5c950d109b:g:WVQAAeSwNiFpmwFJ&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xAkp0dTaz%2B33cZzAW08RHsmbUOwnQkwSIC57G6eRGruD22UL8f7KuPhhMYnH8YfrevLTywZvJZKhw%2BjMj86bcQqxEmCrCFDOHywhxtoHzY1ieJVm%2BJh3sg9GanyTYQ7JDLLmOpWKHCjoLfFBzb2rbKZ7BSkBMi2pW7jN9yqspA41g7WV%2B4gzbivDJoJ6o4y4dbBeUQgPavLwMHY7L8M4i9R9%2B4gRNTEtMJZYxIv6QAKbTnWmGXla2UpBTkXHQ8gIwg%3D%7Ctkp%3ABk9SR5bF1P6UZw
119,#CPA-DT,2025 Bowman Draft Devin Taylor 1st Chrome Auto #CPA-DT Athletics D754,$19.99,"Feb 28, 2026",https://www.ebay.com/itm/127701483561?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48Z3WE3E50G2B0MC46F&hash=item1dbb9a0029:g:UpkAAeSwX~BpkXXm&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xD8hw4SeUm1W%2FCr0AhCpi%2BR4fWohIrJ60vEXY6SGR8uwxjkXh%2FSWhowFKEM8wIdz%2FPW8qQvffQI%2BHw%2BSZgikNmy1D89aVXW1XZacsSupPoQ9vyKsoHyxF45TUgz%2BGZZJPUiVwDK1%2FK7A7DfTGAoOJqQvJbHIQeKkbG%2B%2B17R6wMmKkfaz3NVDazu7AL6rh07dOvEaNuq5fYKggapyRi3aLB%2Bq%2BRGyiuUfFgcEvOJ8EfUFR0AHqjdAviJEtrVWbHtJ%2F4%3D%7Ctkp%3ABk9SR5bF1P6UZw
120,#CPA-SM,2025 Bowman Chrome Shotaro Morii Auto 1st Prospect #CPA-SM Athletics,$135.50,"Feb 28, 2026",https://www.ebay.com/itm/127701151277?_skw=2025+bowman+%23CPA-&epid=20087504454&itmmeta=01KJKYN48Z6YYY492E0ZMK9F40&hash=item1dbb94ee2d:g:dLMAAeSwUS1pnLky&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xC5dmUnswbkgjN%2FWQtn184xdJKp98Y2c8QDUfqxOHhRjiFMdCd9ddTGCHA1SFjXe8kyGJeBYXlWdbg0RK8zum1%2Fcrl5ochx1Zo6fRK77h6taLTrc3bIzzOKsYLAdtAR3O1H8QG6yytubjkSx9Pj92UznQxWVXCbmX7uFE2qY23IKHKluhxW4JRAbWZhSR%2BC5CadOYgOtFfh%2Byco7w98gOsDReRn%2FYzyiZGYDLCyb4kG26lrUgdvYB5dsx34oyx0QydlY56lyXFC9nzQE0Be4kfDOF0gLvlXMh4TtVO2%2BsomPw%3D%3D%7Ctkp%3ABk9SR5bF1P6UZw
121,#CPA-MS,2025 Bowman Draft CPA-MS Miguel Sime Jr. 1st Prospect Chrome Auto BJLB,$5.50,"Feb 28, 2026",https://www.ebay.com/itm/397637651658?_skw=2025+bowman+%23CPA-&epid=17090567119&itmmeta=01KJKYN48ZXDSM1PBZJZWQHNDD&hash=item5c950d0cca:g:COEAAeSwWklpmwEd&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xC8CG%2Bh7F8ttveHz8QkYNDO0irzDqS6q0UdJZEQRwq8JNwGuoBo4rLhtN17JLrWUcz1nNhnOP5lR8HJ4Cqnipbn7MFUB6i12I2KVOngGv6h2EicllJqT2h%2Bk6DHvcPnu5esHQMXGcGi4n3DzPdMyKrTt%2BJSzJ%2BMzUHTGJFdx0u0Gi%2Bsa7kJf8unSa994dYOY0dmwf6uvBoAsvFUl%2BueagtTfxsh7If2Alc2ZNfk1Gc2SMmII5UsjgjXAZm30MLHJoU%3D%7Ctkp%3ABk9SR5bF1P6UZw
122,#CPA-GK,2025 Bowman Draft CPA-GK Gavin Kilen 1st Prospect Chrome Auto BJLB,$18.50,"Feb 28, 2026",https://www.ebay.com/itm/397637649862?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZTNTZ2EBRAN7WNF7H&hash=item5c950d05c6:g:bTQAAeSw5qJpmwCt&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xAmwiAdnytv2tf9IE1KUnaTHijiV%2FueYr0XJU4Ij8ghNWDUcRTjyKRlUc7bplNb7HhMvK2jnj6T%2BjgGKvxnmDTuvZhxrOn7B%2FIXoLI%2B2uOgZpCSWnuKlY1WaPzYpSXsRFPxH3odmwtxFA6rJi0yXxLIwU%2FX%2Br1AA2INyx7AtKtzlDVDvoxAQxVkbjIFGaIBDXsFb5JwFRY3MxVbey49KgVDqB5AGOfRLOyF2YK2uCpB3GLLWRxWLFaXpuvZPd8uGjl35ZTYsQAkQYkKknTCk2cih7EerGefp%2F4%2FCyMdUzf4xg%3D%3D%7Ctkp%3ABk9SR5bF1P6UZw
123,#CPA-EP,2025 Bowman Chrome Elian Pena Auto 1st Prospect #CPA-EP Mets,$53.00,"Feb 28, 2026",https://www.ebay.com/itm/127701151166?_skw=2025+bowman+%23CPA-&epid=18086319403&itmmeta=01KJKYN48ZRFWD6BKT3VQJKEQJ&hash=item1dbb94edbe:g:-20AAeSwafFpnLkp&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDrCrfYEKcz75qCxua8y3UxFm4UOiszw%2Fvb40D8NRd3Km5uj0gh9KJe9FhBlXrcesTSEDqiQhNO4Yp89HSjtm8FfAA1tyX0FeN%2BAQ706pR0EQs3bGNpqj5CR%2B0v6yUThF%2B6uktF1rTaFmtgVuV7%2BtbYoe%2BObQyLW26CZlJYC8Qav9lZBvGcaVh%2BCKbyjwRftVa%2FuIAKMWsB%2Fsh7F9yLN4vi8sfJMLFsrGC3gCyjPKwADFyaNKAHXYuMO5%2Fr4KNP%2Fl11viIrqCmZ%2FQvbva9kNqNNYtOxj5OnQOOJSfAeTmsrIA%3D%3D%7Ctkp%3ABk9SR5bF1P6UZw
124,#CPA-BCO,2025 Bowman Draft CPA-BCO Brandon Compton 1st Prospect Chrome Auto BJLB,$6.51,"Feb 28, 2026",https://www.ebay.com/itm/397637648837?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZF3BMR6XD07KG9RNK&hash=item5c950d01c5:g:CaoAAeSw0gNpmwBz&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCEaS3t%2F089c%2BuoSURknModOSiU1IMRW23TdTTBXG0bZFtIWXnSVpbRYxHb967LSJltsQU3tQ6aOAye4Lxzb9JJEmOBPOhbgX4cykxBEIDJLsw8g%2BIuPPKqw%2BSy0pA7tR%2BSmVdsSbKJKYr98QlsBUcT1cxWO3Z0KjID2mRU1uNdS%2FDCJqTaifmecQsUCqTNgbZlXcPZEQnWeIbLYrXEya6%2B8YQh42syfGRNXOLqWoxqGwJRna%2BTfTUwLVNvj2OglCg%3D%7Ctkp%3ABk9SR5bF1P6UZw
125,#CPA-CF,2025 Bowman Draft CPA-CF Cooper Flemming 1st Prospect Chrome Auto BJLB,$2.75,"Feb 28, 2026",https://www.ebay.com/itm/397637645622?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZG3ZXV2MSVYTT4AS4&hash=item5c950cf536:g:~Q0AAeSw17tpmwBA&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCgW5syEx6CIjh1MWkuc4a9jDuzpPSCPoKE4h0eGksB%2BojSOYpUsEad0rwl0jKNNjEVDwHM%2BupUJac6%2FiBDnSuXGzYv13OGdzygzAd%2Fi%2BDtcK1iS4YqfLW3R8p3z8SM%2B1WR4tUx9h4NRuUeWXLVSdfdjbdG3WjaysBnF6bzKPCIii%2FJopL0AvZ8S9BkjkyiS37CLM8NL%2FXLrriHK%2F9YEHERjoiAAbXL9nMuMbJMvQnkM6GJMNseKFM76lXPlNdA9uc%3D%7Ctkp%3ABk9SR5bF1P6UZw
126,#CPA-CY,2025 Bowman Draft CPA-CY Colin Yeaman 1st Prospect Chrome Auto BJLB,$2.80,"Feb 28, 2026",https://www.ebay.com/itm/397637640346?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZNFS676PZ7S9RWENN&hash=item5c950ce09a:g:ZgkAAeSw53ZpmwAG&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xBKvIq%2Fd37DqVWGl00VhydbPhGoJO1ljEzZAJYfxolg3fHFhGDG%2Bga5dxHxQaoaanvL2Y%2BnN%2BtXJHKIc%2BkfI3pk7sHMhyyT%2FKJOYLF9mMZ8k8oEOEMhEyxC4j3aWi%2BFztghQkfWGANKdA0lEPbAecm16gdFWbNhuK34m3%2BaCiYJqUQsJbkhYeuvaq3vPON16T6%2BPUJswHWfX4nI7z1lnVea3PisD%2FeSO069YHFaokVZyw2YioNiYEq1D%2BMTRG6t%2FtBy%2B0ajYkMS1O248I9nvRZE3quIkHZkBAjADYjMQ8R3sQ%3D%3D%7Ctkp%3ABk9SR5jF1P6UZw
127,#CPA-JO,2025 Bowman Draft CPA-JO Josh Owens 1st Prospect Chrome Auto BJLB,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/397637631729?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48Z1T4C4XBFKFA3XR75&hash=item5c950cbef1:g:DPMAAeSw3oFpmv~F&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xA80HhirFzBmvuOkMiwrbfkLUAj2Hjjim%2B9Ooo4DtEHwpxgJAtIvgWiAdodrGNAA%2Bo2OOqjajb1b%2B08RddydFb8bPTsMMGT%2BO0NCYHkrqjzZNvg5qTyA%2FMcwE5BP6zYxHmNq9voD8f4kM9UdxSHbWN655u4fG7s473sv7%2BLbTQ3Lpiu2ock4waupXVkiZ73Z5MjGA1XvuQez%2FL0Sqb1YhAdAAuxNCiPlA9a6V1B3ggO7dHNneN3y8lUR1z73CBJuwKolXacQaRrRPafHxyH4aF4%2BJO1vb3LW5%2BW7yaQaTdP0A%3D%3D%7Ctkp%3ABk9SR5jF1P6UZw
128,#CPA-MS,2025 Bowman Draft CPA-MS Miguel Sime Jr. 1st Prospect Chrome Auto BJLB,$4.01,"Feb 28, 2026",https://www.ebay.com/itm/397637625118?_skw=2025+bowman+%23CPA-&epid=17090567119&itmmeta=01KJKYN48ZF5EKENKQCRJ6J2HC&hash=item5c950ca51e:g:2VAAAeSwDGVpmv9t&itmprp=enc%3AAQALAAAA8GfYFPkwiKCW4ZNSs2u11xDELmhesy%2Fr53MlFO6MUgzAEuqxdGvxgUIPvGiY4WkEjbX1jI%2FH9hVTxCU4SczmTpLc%2FF5sX%2FZbf1Am59MInLN67IMQCOkMRP1pETVTqpihx1qffQplnyM%2FVJCDIS7Hjtf%2FmCmjd0qbhC1hAEG6vQRHg7XmLvh0OcaRSgRPa8J1UgD3Q%2BJ3fOQYqS%2FNlyn0m5c7620w9K1hW9FydES7iAQlbaPJLd0I40oYGvNEiiJb1wb4fwE%2BTldeuyLLgyfWW%2F9G2ooC2gruYvIJbdno%2F9PXEVyWQwuuQBF2qBro%2BB%2B2pg%3D%3D%7Ctkp%3ABk9SR5jF1P6UZw
129,#CPA-TH,2025 Bowman Draft CPA-TH TY Harvey 1st Prospect Chrome Auto BJLB,$4.30,"Feb 28, 2026",https://www.ebay.com/itm/397637618540?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZSJ21S6V3BY0V5EQE&hash=item5c950c8b6c:g:bV0AAeSwyQ5pmv7u&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xCeAv%2BBB084%2F1Gh3fYuvJOOocRq3fSTY5WhDrCqvNXFnsdosmIQxA9S9SJWjr%2FBYO%2BbixWYY%2FB%2B1rDQj8EV7eYbK2tKSveb5AwS3RF3f7T7lBzMmGRVgfMsC09bgnuFqDfLHsKh1gOGZxMfzglvqv4vXQ5bsD%2F8ghRKsxFQmhTafSTukLMS0Ui3yG25roWTgjnxOHBUYFDps9kTPwaqt00OUTiE9hFAotJKPV40OqPfw%2FI1E2foUl4lRU5UAjB7JIs%3D%7Ctkp%3ABk9SR5jF1P6UZw
130,#CPA-ZR,2025 Bowman Draft CPA-ZR Zach Root 1st Prospect Chrome Auto BJLB,$7.50,"Feb 28, 2026",https://www.ebay.com/itm/397637616553?_skw=2025+bowman+%23CPA-&itmmeta=01KJKYN48ZZP26B1PDQ0CZ4SFA&hash=item5c950c83a9:g:x0EAAeSwx~Fpmv00&itmprp=enc%3AAQALAAAA0GfYFPkwiKCW4ZNSs2u11xB4%2BJhJagDQboHnIRqPoCam3kHSj1EYaxzZMIUQvFslO47z7aFSFWq%2F8x54N6LjYy86BXjfWBkyTYgZezc8AWCU5uJTAluKmJb7gF%2FvfK4JXUlY0Qfc9V3MHE3Wiuyy1sd4L17GeL9BGye0SvcBw9%2B59qboilzI%2FfuYcgYyPE5mafOt6yEahj9FS9xqfuWQpPUkqM7xGPRX32G55c4sXuBJrEJFU3nKHyjl%2BlBO8p%2F8pJ2u4W2O5fvioAtt8S6zS%2B8%3D%7Ctkp%3ABk9SR5jF1P6UZw
